：	;_
发动机	fdj_
发电机	fdji
放大镜	fdjk
非打即骂	fdjm
蜚短流长	fdli
富得流油	fdly
佛得角	fdjn
反对派	fdp_
风度翩翩	fdpp
妇道人家	fdrj
法度森严	fdsy
反倒是	fdu_
风刀霜剑	fduj
放得下	fdx_
辅导员	fdy_
分道扬镳	fdyb
烦得要死	fdys
风大雨大	fdyd
粉雕玉琢	fdyv
防盗门	fdm_
奋斗目标	fdmb
福大命大	fdmd
防毒面具	fdmj
肥而不腻	febn
富二代	fed_
飞蛾赴火	fefh
附耳过来	fegl
福尔摩斯	fems
福尔马林	feml
飞蛾扑火	feph
凡尔赛	fes_
飞蛾投火	feth
分而治之	fevv
分包	ffbc
分兵	ffbk
缝缝补补	ffbb
粉白	ffbd
粉笔	ffbi
分班	ffbj
分辨	ffbm
分布	ffbu
分贝	ffbw
分寸	ffcy
分层	ffcg
粉刺	ffci
粉彩	ffcd
分掉	ffdn
丰富多彩	ffdc
疯疯癫癫	ffdd
分得	ffde
分担	ffdj
分店	ffdm
分段	ffdr
分队	ffdv
奋斗	ffdz
分舵	ffdo
粉蝶	ffdp
分档	ffdh
粉底	ffdi
份额	ffee
泛泛而谈	ffet
纷纷	ffff_
分发	fffa
芬芳	fffh
纷繁	fffj
吩咐	fffu
纷飞	fffw
芬芳馥郁	fffy
纷繁复杂	fffz
分隔	ffge_
分给	ffgw
风风光光	ffgg
分管	ffgr
分工	ffgs
分号	ffhc
愤恨	ffhf
分行	ffhh_
夫复何求	ffhq
分红	ffhs_
分会	ffhv
分化	ffhx
粉盒	ffhe
分成	ffig
分叉	ffia
分拆	ffid
粉尘	ffif
分厂	ffih
反腐倡廉	ffil
分出	ffiu
粪池	ffii_
奋进	ffjb
分级	ffji
分解	ffjp_
汾酒	ffjq
分拣	ffjm
分局	ffju
分家	ffjx
非富即贵	ffjg
分开	ffkd
分科	ffke
粪坑	ffkg
分控	ffks
分离	ffli_
芬兰	fflj
分量	ffll
分裂	fflp
分流	fflq
纷乱	fflr
发发牢骚	ffls
分录	fflu
愤懑	ffmf
分泌	ffmi
分明	ffmk
分娩	ffmm_
分秒	ffmn
粉末	ffmo
坟墓	ffmu
愤怒	ffnu
粉嫩	ffnf
分内	ffnw
分批	ffpi
分屏	ffpk
分派	ffpd
粉扑	ffpu
分歧	ffqi
分清	ffqk
分钱	ffqm
分球	ffqq
分区	ffqu
纷扰	ffrc
分润	ffry
愤然	ffrj
纷纷扰扰	ffrr
粉色	ffse
粉丝	ffsi
分速	ffsu
分散	ffsj
分送	ffss
粉碎	ffsv
凡夫俗子	ffsz
非法所得	ffsd
分摊	fftj
分体	ffti
粉条	fftn
奋发图强	fftq
粪桶	ffts
服服帖帖	fftt
粪土	fftu
分头	fftz
焚烧	ffuc
分社	ffue
分身	ffuf_
粉饰	ffui
分数	ffuu
粉刷	ffux
分手	ffuz
分说	ffuo
份上	ffuh
分分钟	ffv_
纷争	ffvg
分针	ffvf
分账	ffvh
分支	ffvi
奋战	ffvj_
泛泛之辈	ffvb
分装	ffvl
非分之想	ffvx
肺腑之言	ffvy
方方正正	ffvv
非分之财	ffvc
分外	ffwd
分文	ffwf
反复无常	ffwi
分为	ffww_
发愤忘食	ffwu
分心	ffxb
分析	ffxi
粉线	ffxm
分销	ffxn
奋发向上	ffxu
分页	ffye
奋勇	ffys
风风雨雨	ffyy_
奋发有为	ffyw
分忧	ffyz
坟茔	ffyk
分组	ffzu
纷杂	ffza
分则	ffze
分赃	ffzh
分子	ffzi
分作	ffzo
贩夫走卒	ffzz
富贵安康	fgak
风暴	fgbc
封闭	fgbi
风波	fgbo
富贵逼人	fgbr
缝补	fgbu
丰碑	fgbw
富贵不能淫	fgby
风采	fgcd
封存	fgcy
风大	fgda
封底	fgdi
封顶	fgdk
风挡	fgdh
风道	fgdc
疯癫	fgdm
风度	fgdu
疯掉	fgdn
风光大葬	fgdz
反攻倒算	fgds
风范	fgfj
丰富	fgfu
发光发亮	fgfl
发光发热	fgfr
复工复产	fgfi
风高放火天	fgft
风高放火	fgfh
风格	fgge
奉告	fggc
封盖	fggd
风干	fggj
风光	fggl
凤冠	fggr
疯狗	fggz
封号	fghc
缝合	fghe
风寒	fghj
凤凰	fghl
烽火	fgho
奉还	fghr
峰会	fghv
风华	fghx
丰厚	fghz
富贵花开	fghk
风潮	fgic
风车	fgie
风尘	fgif
奉承	fgig
奉茶	fgia
风传	fgir
风吹	fgiv
飞鸽传书	fgiu
封禁	fgjb
风景	fgjk
封建	fgjm
房管局	fgju
焚膏继晷	fgjg
疯狂	fgkl
风控	fgks
封口	fgkz
反过来	fgl_
疯了	fgle
风浪	fglh
锋利	fgli
风铃	fglk
风流	fglq
俸禄	fglu
风雷	fglw
峰峦	fglr
浮光掠影	fgly
凤骨龙姿	fglz
风貌	fgmc
锋芒	fgmh
蜂蜜	fgmi_
丰满	fgmj
奉命	fgmk
封面	fgmm
疯魔	fgmo
丰美	fgmw
封门	fgmf
蜂鸟	fgnn
发国难财	fgnc
奉陪	fgpw
封皮	fgpi
封盘	fgpj
风情	fgqk
风气	fgqi
奉劝	fgqr
风趣	fgqu
蜂群	fgqy
富国强兵	fgqb
丰饶	fgrc
缝纫	fgrf
风热	fgre
富贵荣华	fgrh
富贵人家	fgrj
丰乳	fgru
丰润	fgry
锋锐	fgrv
风骚	fgsc
封死	fgsi
封锁	fgso
奉送	fgss
风俗	fgsu
封停	fgtk
丰田	fgtm
封条	fgtn
风土	fgtu
风头	fgtz
凤体	fgti
封杀	fgua
封神	fguf_
丰盛	fgug
风尚	fguh
风湿	fgui
风扇	fguj
风霜	fgul
丰硕	fguo
枫树	fguu
风水	fguv
丰收	fguz
风筝	fgvg
凤爪	fgvc
疯长	fgvh
峰值	fgvi
封装	fgvl
风中	fgvs
封住	fgvu
附骨之蛆	fgvq
附骨之疽	fgvj
风味	fgww
风闻	fgwf
蜂王	fgwh
丰功伟绩	fgwj
蜂窝	fgwo
风光无限	fgwx
法国梧桐	fgwt
缝隙	fgxi
奉行	fgxk
风向	fgxl
风险	fgxm_
风邪	fgxp_
富贵险中求	fgxq
丰胸	fgxs
风雪	fgxt
反戈相向	fgxx
封官许愿	fgxy
风雅	fgya
封印	fgyb
枫叶	fgye
奉养	fgyh
风衣	fgyi
烽烟	fgyj_
丰盈	fgyk
风光旖旎	fgyn
蜂拥	fgys
风月	fgyt
风雨	fgyu
风云	fgyy
奉赠	fgzg
疯子	fgzi
放歌纵酒	fgzj
富贵在天	fgzt
丰足	fgzu
反躬自问	fgzw
反躬自省	fgzx
风骨	fggu
妨碍	fhai
方案	fhan
防暴	fhbc
防病	fhbk
方步	fhbu
防备	fhbw
放榜	fhbh
封侯拜相	fhbx
分毫不差	fhbi
方才	fhcd
放错	fhco
方寸	fhcy
芳草	fhcc
方舱	fhch
复合材料	fhcl
放大	fhda
放到	fhdc
房贷	fhdd
方的	fhde
放荡	fhdh
防弹	fhdj
房顶	fhdk
放电	fhdm
放掉	fhdn
房东	fhds
防毒	fhdu
方队	fhdv
防抖	fhdz
方法	fhfa
防风	fhfg
防范	fhfj
仿佛	fhfu
放飞	fhfw
放过	fhgo
放光	fhgl
放归	fhgv
放狗	fhgz
方管	fhgr
方根	fhgf
房改	fhgd
方格	fhge
放虎归山	fhgu
放好	fhhc
防寒	fhhj
防火	fhho
放缓	fhhr
防洪	fhhs
防护	fhhu
放回	fhhv
房后	fhhz
防滑	fhhx
放怀	fhhk
妨害	fhhd
防潮	fhic
房车	fhie
防尘	fhif
防臭	fhiz
防虫	fhis
方程	fhig
房产	fhij
放出	fhiu
纺锤	fhiv
放进	fhjb
风华绝代	fhjd
方角	fhjn
房间	fhjm
放假	fhjx
放开	fhkd
方可	fhke_
方块	fhkk
方框	fhkl
放宽	fhkr
防控	fhks
房卡	fhka
肺活量	fhl_
芳邻	fhlb
放了	fhle
放浪	fhlh
芳龄	fhlk
放量	fhll
防漏	fhlz
方脸	fhlm
废话连篇	fhlp
方略	fhlt
峰回路转	fhlv
防雷	fhlw
凤凰来仪	fhly
繁华落尽	fhlj
放马	fhma
仿冒	fhmc
房门	fhmf
放慢	fhmj
芳名	fhmk
放牧	fhmu
防霉	fhmw
方能	fhng
放牛	fhnq
房奴	fhnu
房内	fhnw
放屁	fhpi
放炮	fhpc
方片	fhpm
防火墙	fhq_
房前	fhqm
放权	fhqr
防区	fhqu
放晴	fhqk
放任	fhrf
风和日丽	fhrl
芳容	fhrs
放入	fhru
放肆	fhsi
繁花似锦	fhsj
飞黄腾达	fhtd
方糖	fhth
访谈	fhtj
放哨	fhuc
防晒	fhud
防暑	fhuu
放射	fhue
防身	fhuf
放生	fhug
放上	fhuh
方式	fhui
纺纱	fhua
发号施令	fhul
防水	fhuv
放手	fhuz_
福慧双修	fhux
仿照	fhvc
放债	fhvd
放着	fhve
方针	fhvf
方正	fhvg
方丈	fhvh
防止	fhvi_
风华正茂	fhvm
方桌	fhvo
房主	fhvu
方舟	fhvz
访问	fhwf
分化瓦解	fhwj
防患未然	fhwr
房屋	fhwu
方位	fhww_
放心	fhxb
放行	fhxk
方向	fhxl
防线	fhxm
仿效	fhxn
放学	fhxt
放血	fhxp
放下	fhxx
防锈	fhxq
风花雪月	fhxy
凤凰于飞	fhyf
放养	fhyh
防疫	fhyi
方言	fhyj
放映	fhyk
方圆	fhyr_
防御	fhyu
访友	fhyz
放在	fhzd
仿造	fhzc
芳泽	fhze
房子	fhzi
放纵	fhzs
房租	fhzu
放走	fhzz
发挥作用	fhzy
方外	fhwd
非常好	fih_
非常棒	fib_
非常抱歉	fibq
非常必要	fiby
风吹草动	ficd
非常多	fid_
非常道	fidc
风驰电掣	fidi
非常大	fida
付出代价	fidj
肥肠粉	fif_
非常非常	fifi
夫唱妇随	fifs
非处方药	fify
非常高	fig_
非常感谢	figx
非常关键	figj
非常差	fii_
放长假	fij_
非常简单	fijd
非常紧密	fijm
非常及时	fiju
非常快	fik_
非常可惜	fikx
妇产科	fike
非常冷	fil_
非常理解	filj
风吹浪打	fild
风尘碌碌	fill
非常慢	fim_
非常明显	fimx
非常密切	fimq
非常难	fin_
非常难过	fing
非常普遍	fipb
非常普通	fipt
风尘仆仆	fipp
非常强	fiq_
非常清楚	fiqi
非常热	fir_
非常容易	firy
非常认真	firv
风吹日晒	firu
方程式	fiu_
房产税	fiuv
浮出水面	fium
非常深入	fiur
非常时期	fiuq
非常深刻	fiuk
房产证	fiv_
非常重视	fivu
非池中物	fivw
非常重要	fivy
覆巢之下	fivx
腐臭味	fiw_
非诚勿扰	fiwr
覆巢无完卵	fiwl
放长线	fix_
非常喜欢	fixh
反唇相讥	fixj
放长线钓大鱼	fixy
非常希望	fixw
非常有限	fiyx
风吹雨打	fiyd
非常严格	fiyg
风吹云散	fiys
非常严重	fiyv
逢场作戏	fizx
翻案	fjan
翻倍	fjbw
翻遍	fjbm
番邦	fjbh_
范本	fjbf
反比	fjbi
翻版	fjbj
犯病	fjbk
反驳	fjbo
帆布	fjbu
饭菜	fjcd
犯错	fjco
风卷残云	fjcy
反打	fjda
反倒	fjdc
翻江倒海	fjdh
封疆大吏	fjdl
飞机大炮	fjdp
饭店	fjdm
繁多	fjdo
反动	fjds
贩毒	fjdu
非机动车	fjdi
犯法	fjfa
反讽	fjfg
反方	fjfh
翻番	fjfj
反复	fjfu_
翻飞	fjfw
犯规	fjgv
返工	fjgs
梵高	fjgc
翻盖	fjgd
反戈	fjge
反感	fjgj
反光	fjgl
返岗	fjgh
翻过	fjgo
饭馆	fjgr
翻滚	fjgy
反骨	fjgu
番号	fjhc
饭盒	fjhe
犯浑	fjhy
返航	fjhh
泛黄	fjhl
返还	fjhr
返回	fjhv_
繁华	fjhx
饭后	fjhz
反差	fjia_
翻车	fjie
反超	fjic
凡尘	fjif_
返程	fjig
反常	fjih
帆船	fjir
翻出	fjiu
犯冲	fjis
范畴	fjiz
反击	fjji
犯贱	fjjm
翻卷	fjjr
饭局	fjju
返家	fjjx
反诘	fjjp
非奸即盗	fjjd
翻开	fjkd
反抗	fjkh
翻看	fjkj
反恐	fjks
费尽口舌	fjku
犯困	fjky
饭卡	fjka
反口	fjkz
烦了	fjle
烦劳	fjlc
范例	fjli
翻领	fjlk
泛滥	fjlj
风急浪高	fjlg
饭量	fjll
翻脸	fjlm
烦乱	fjlr
樊笼	fjls
翻录	fjlu
繁茂	fjmc
贩卖	fjmd
烦闷	fjmf
繁忙	fjmh
繁密	fjmi
反面	fjmm
反目	fjmu
反码	fjma
翻弄	fjns
犯难	fjnj
烦腻	fjni
翻盘	fjpj
反扒	fjpa
翻篇	fjpm
翻拍	fjpd
饭票	fjpn
反扑	fjpu
返聘	fjpb
风景区	fjqu
翻墙	fjql
饭前	fjqm
番茄	fjqp
烦请	fjqk
负荆请罪	fjqz
烦人	fjrf_
烦扰	fjrc
繁荣	fjrs
风景如画	fjrh
烦死	fjsi_
抚今思昔	fjsx
繁琐	fjso
反诉	fjsu
费尽思量	fjsl
翻腾	fjtg
饭堂	fjth
反弹	fjtj
饭厅	fjtk
翻天	fjtm
饭团	fjtr
饭桶	fjts
富甲天下	fjtx
犯傻	fjua
反射	fjue
翻身	fjuf
繁盛	fjug
凡事	fjui
番薯	fjuu
反手	fjuz
翻山	fjuj
翻晒	fjud
饭勺	fjuc
反水	fjuv
封建社会	fjuh
发家致富	fjvf
繁殖	fjvi_
范进中举	fjvj
缚鸡之力	fjvl
饭桌	fjvo
反转	fjvr
繁重	fjvs
抚今追昔	fjvx
泛舟	fjvz
费尽周折	fjvv
反问	fjwf
藩王	fjwh
饭碗	fjwj
范围	fjww
反诬	fjwu
分界线	fjx_
翻新	fjxb
费尽心机	fjxj
反省	fjxk
反向	fjxl
返现	fjxm
返校	fjxn
返修	fjxq
犯下	fjxx
费尽心思	fjxs
反映	fjyk2
翻印	fjyb
翻页	fjye
翻涌	fjys
繁育	fjyu
富甲一方	fjyf
翻译	fjyi
繁衍	fjyj
反咬	fjyc
翻阅	fjyt_
贩运	fjyy
烦忧	fjyz
繁杂	fjza
烦躁	fjzc
反贼	fjzw
贩子	fjzi
防君子不防小人	fjzr
返祖	fjzu
犯罪	fjzv
凡需	fjxu
防空洞	fkd_
富可敌国	fkdg
封口费	fkf_
反馈反馈	fkfk
佛靠金装	fkjv
风口浪尖	fklj
放空炮	fkp_
佛口蛇心	fkux
反客为主	fkwv
方块字	fkz_
氟利昂	fla_
菲律宾	flb_
费力不讨好	flbh
放浪不羁	flbj
翻脸不认人	flbr
风流才子	flcz
峰峦叠嶂	fldv
焚林而猎	flel
福利费	flf_
疯了疯了	flfl
法律法规	flfg
翻来覆去	flfq_
非驴非马	flfm
法律顾问	flgw
放了个屁	flgp
翻了个底朝天	flgt
风凉话	flh_
飞来横祸	flhh
返老还童	flht
风林火山	flhu
分理处	fli_
法轮常转	fliv
泛滥成灾	fliz
风流快活	flkh
法兰克福	flkf
法拉利	fll_
风里来，雨里去	fllq
佛罗伦萨	flls
法律面前	flmq
法律面前人人平等	flmd
服了你了	flnl
飞利浦	flp_
费力气	flq_
风流人物	flrw
纷乱如麻	flrm
风流儒雅	flry
发牢骚	fls_
富丽堂皇	flth
风流倜傥	fltt
法律条文	fltw
法律体系	fltx
福禄双全	fluq
福禄寿喜	flux
饭来张口	flvk
法律制度	flvd
飞流直下	flvx
飞流直下三千尺	flvi
法令纹	flw_
非礼勿视	flwu
法力无边	flwb
非礼勿听	flwt
非礼勿言	flwy
非礼勿动	flwd
翻脸无情	flwq
法兰西	flx_
父老兄弟	flxd
放浪形骸	flxh
父老乡亲	flxq
风流潇洒	flxs
扶老携幼	flxy
福利院	fly_
翻了一番	flyf
弗洛伊德	flyd
风流韵事	flyu
风流云散	flys
负离子	flz_
飞龙在天	flzt
锋芒毕露	fmbl_
锋芒逼人	fmbr
分秒必争	fmbv
粉墨登场	fmdi
父母官	fmg_
放马过来	fmgl
放马后炮	fmhp
反目成仇	fmii
反面教材	fmjc
发霉了	fml_
风满楼	fmlz
凤毛麟角	fmlj
敷面膜	fmm_
风马牛不相及	fmnj
非卖品	fmp_
父母亲	fmq_
负面情绪	fmqx
风靡全球	fmqq
反面人物	fmrw
锋芒所向	fmsx
飞毛腿	fmt_
防民之口	fmvk
发明专利	fmvl
防民之口，甚于防川	fmvi
分泌物	fmw_
伐毛洗髓	fmxs
驸马爷	fmy_
风靡一时	fmyu
负面因素	fmys
负面影响	fmyx
负面作用	fmzy
逢年过节	fngj
发你了	fnl_
妇女节	fnj_
飞鸟尽良弓藏	fnjc
烦恼皆由强出头	fnjt
非你莫属	fnmu
分内之事	fnvu
放你一马	fnym
佛典	fodm
佛法	fofa
佛光	fogl
佛教	fojn
佛经	fojk
佛家	fojx
佛龛	fokj
佛门	fomf
佛寺	fosi
佛堂	foth
佛陀	foto
佛塔	fota
佛山	fouj
佛手	fouz
佛珠	fovu
佛像	foxl
佛学	foxt
佛性	foxk
佛爷	foye
佛牙	foya
佛祖	fozu
奉陪到底	fpdd
返璞归真	fpgv
废品率	fpl_
风平浪静	fplj
发脾气	fpq_
夫妻店	fqd_
反其道而行	fqdx
反其道而行之	fqdv
非亲非故	fqfg
饭前饭后	fqfh
夫妻肺片	fqfp
富强发达	fqfd
分期付款	fqfk
反清复明	fqfm
凤求凰	fqh_
番茄酱	fqj_
放弃了	fql_
飞起来	fqld
飞起来了	fqll
非去不可	fqbk
夫妻本是同林鸟	fqbn
夫妻双双	fquu
肺气肿	fqv_
焚琴煮鹤	fqvh
奋起直追	fqvv
风气之先	fqvx
废弃物	fqw_
废寝忘食	fqwu
风情万种	fqwv
非请勿入	fqwr
非请勿进	fqwj
房前屋后	fqwh
风轻云淡	fqyd
夫妻一场	fqyi
飞起一脚	fqyj
风起云涌	fqyy
封妻荫子	fqyz
飞禽走兽	fqzu
怫然不悦	frby
凡人不可貌相	frbx
副热带	frd_
福如东海	frdh
辅仁大学	frdx
繁荣富强	frfq
幡然悔悟	frhw
繁荣昌盛	friu
缝纫机	frj_
妇孺皆知	frjv
肤如凝脂	frnv
夫荣妻贵	frqg
发人深省	frux
奉若神明	frum
发人深思	frus
妇人之仁	frvr
逢人只说三分话	frvh
防人之心不可无	frvw
幡然醒悟	frxw
怫然作色	frzs
放任自流	frzl
非死不可	fsbk
放松放松	fsfs
非死即伤	fsju
烦死了	fsl_
烦死人	fsr_
风俗人情	fsrq
风嗖嗖	fss_
发散思维	fssw
发散性	fsx_
风俗习惯	fsxg
粪土不如	ftbr
赴汤蹈火	ftdh
肥头大耳	ftde
飞天遁地	ftdd
非同儿戏	ftex
非同凡响	ftfx
翻天覆地	ftfd
奉天承运	ftiy
分庭抗礼	ftkl
风土人情	ftrq
凡胎肉眼	ftry
反贪局	ftj_
伏特加	ftjx
风头正劲	ftvj
风头正盛	ftvu
焚天煮海	ftvh
佛头着粪	ftvf
风头无两	ftwl
风头无二	ftwe
非同寻常	ftxi
非同小可	ftxk
非同一般	ftyb
风调雨顺	ftyu
冯唐易老	ftyl
繁体字	ftz_
父爱	fuai
伏案	fuan
腐败	fubd
福报	fubc
副本	fubf
伏笔	fubi
伏兵	fubk
附表	fubn_
腹部	fubu
父辈	fubw
副词	fuci
服从	fucs
辅导	fudc
附带	fudd
负担	fudj
浮雕	fudn
浮动	fuds
幅度	fudu
府邸	fudi
浮点	fudm
翻山倒海	fudh
付费	fufw_
夫人	furf_
扶弱	furo
复发	fufa
复方	fufh
夫妇	fufu_
缚手缚脚	fufj
费时费力	fufl
覆盖	fugd
腹稿	fugc
复工	fugs
放声歌唱	fugi
俯首甘为孺子牛	fugn
富国	fugo
复古	fugu
富贵	fugv
付给	fugw
发生关系	fugx
符号	fuhc
符合	fuhe
复函	fuhj
风声鹤唳	fuhl
复活	fuho
腹黑	fuhw
伏虎	fuhu
赴会	fuhv
孵化	fuhx
复婚	fuhy
扶持	fuii_
复查	fuia
俯冲	fuis
付出	fuiu
复仇	fuiz
浮窗	fuil
附近	fujb
伏击	fuji
赴京	fujk
福建	fujm_
负疚	fujq
防暑降温	fujw
愤世嫉俗	fujs
俯拾皆是	fuju
丰神俊朗	fujl
附加	fujx
夫君	fujy
妇科	fuke
浮亏	fukv
富矿	fukl
乏善可陈	fuki
俯瞰	fukj
付款	fukr
浮夸	fukx
副卡	fuka
服了	fule
父老	fulc
福利	fuli
腐烂	fulj
妇联	fulm
辅料	fuln
俘虏	fulu
负累	fulw
分水岭	fulk
番石榴	fulq
风水轮流转	fulv
驸马	fuma
负面	fumm
抚摸	fumo
覆灭	fump
父母	fumu
赴美	fumw
复命	fumk
富民	fumb
抚弄	funs
拂逆	funi
覆水难收	funu
父女	funv_
赋能	fung
扶贫	fupb
复牌	fupd
浮萍	fupk
富婆	fupo
复盘	fupj
父亲	fuqb
夫妻	fuqi
付清	fuqk
富强	fuql
肤浅	fuqm_
浮桥	fuqn
复权	fuqr
福寿齐天	fuqt
复燃	furj
浮生若梦	furm
丰神如玉	fury
服软	furr
芙蓉	furs
妇孺	furu
肤色	fuse
粉身碎骨	fusg
扶桑	fush
附送	fuss
复苏	fusu
赴死	fusi
富态	futd
俯首帖耳	fute
附体	futi
福田	futm
服帖	futp_
腹痛	futs
附图	futu
斧头	futz
辐射	fuue
复审	fuuf
复生	fuug
负伤	fuuh
腐蚀	fuui
风生水起	fuuq
附属	fuuu
赋税	fuuv
釜山	fuuj
抚顺	fuuy
扶手	fuuz
负债	fuvd
扶正	fuvg
付账	fuvh
复制	fuvi
服装	fuvl
附着	fuvo
扶着	fuve
浮肿	fuvs
辅助	fuvu
福州	fuvz
复诊	fuvf
飞上枝头	fuvt
富翁	fuwg
福寿无疆	fuwj
俯卧	fuwo
服务	fuwu
复位	fuww_
覆亡	fuwh
翻手为云，覆手为雨	fuwy
负心	fuxb
复习	fuxi
复兴	fuxk
浮现	fuxm_
福相	fuxl
拂晓	fuxn
腹泻	fuxp
腐朽	fuxq
复选	fuxr
父兄	fuxs
抚恤	fuxu
服下	fuxx
复印	fuyb_
服药	fuyc
副业	fuye
抚养	fuyh
服役	fuyi
敷衍	fuyj
妇婴	fuyk
府衙	fuya
翻山越岭	fuyl
复原	fuyr
服用	fuys
赴约	fuyt
富裕	fuyu_
浮云	fuyy
富有	fuyz
风霜雨雪	fuyx
浮躁	fuzc
负载	fuzd
负责	fuze
附赠	fuzg
父子	fuzi
犯上作乱	fuzl
辅佐	fuzo
副总	fuzs
富足	fuzu_
负罪	fuzv
风烛残年	fvcn
付诸东流	fvdl
反政府	fvf_
非政府组织	fvfv
法制化	fvh_
非主流	fvl_
父之过	fvg_
负债累累	fvll
负债率	fvlv
辅助码	fvm_
负重前行	fvqx
反治其身	fvqu
放之四海而皆准	fvsv
纷至沓来	fvtl
付诸实践	fvuj
发展中	fvv_
方针政策	fvvc
负重致远	fvvy
复制粘贴	fvvt
发展中国家	fvvj
风烛之年	fvvn
风中之烛	fvvv
辅助性	fvx_
福至心灵	fvxl
付诸行动	fvxd
附赘悬疣	fvxy
服装鞋帽	fvxm
分之一	fvy_
反之亦然	fvyr
付之一炬	fvyj
粉妆玉砌	fvyq
粉妆玉琢	fvyv
佛争一炷香	fvyx
父债子还	fvzh
飞针走线	fvzx
肺癌	fwai
飞奔	fwbf
诽谤	fwbh
肺病	fwbk
飞镖	fwbn
分文不取	fwbq
肺部	fwbu
分文不值	fwbv
悱恻	fwce
废词	fwci
翡翠	fwcv
肥大	fwda
飞到	fwdc
飞抵	fwdi
非但	fwdj_
费电	fwdm
废掉	fwdn
飞碟	fwdp
飞渡	fwdu
非得	fwdw
飞蛾	fwee
非法	fwfa
非凡	fwfj
肺腑	fwfu
狒狒	fwfw
飞过	fwgo
防卫过当	fwgd
奉为圭臬	fwgn
飞回	fwhv
匪患	fwhr
绯红	fwhs
废话	fwhx
肥厚	fwhz
飞蝗	fwhl
法网恢恢	fwhh
俯卧撑	fwi_
废柴	fwid
飞虫	fwis
匪巢	fwic
飞车	fwie
飞驰	fwii
飞船	fwir
废除	fwiu
费劲	fwjb
飞机	fwji
非经	fwjk
飞剑	fwjm
费解	fwjp
废旧	fwjq
飞快	fwkk
法外开恩	fwke
奉为楷模	fwkm
废了	fwle
费力	fwli
飞来	fwld
飞掠	fwlt
肥料	fwln
飞落	fwlo
飞龙	fwls
费率	fwlv
废物利用	fwly
反误了卿卿性命	fwlm
肥美	fwmw
飞马	fwma
飞沫	fwmo
肥嫩	fwnf
肥腻	fwni
非难	fwnj
飞鸟	fwnn
肥牛	fwnq
肥胖	fwph
废品	fwpb
飞跑	fwpc
肥婆	fwpo
飞盘	fwpj
废票	fwpn
飞瀑	fwpu
飞禽	fwqb
废弃	fwqi
费钱	fwqm
肥缺	fwqt
飞去	fwqu
肥肉	fwrz
废人	fwrf
繁文缛节	fwrj
方为人上人	fwrr
飞洒	fwsa
飞速	fwsu
飞散	fwsj
飞梭	fwso
沸腾	fwtg
飞艇	fwtk
飞天	fwtm
废铁	fwtp
非同	fwts
匪徒	fwtu
飞腿	fwtv
肥臀	fwty
费神	fwuf
飞升	fwug
飞上	fwuh
费事	fwui_
非说	fwuo
废水	fwuv_
肥瘦	fwuz
废渣	fwva
飞涨	fwvh
废纸	fwvi
肥壮	fwvl
肥猪	fwvu
非洲	fwvz
方外之人	fwvr
绯闻	fwwf
飞往	fwwh
肥沃	fwwo
废物	fwwu_
服务性	fwx_
费心	fwxb
飞行	fwxk
飞翔	fwxl
飞旋	fwxr
飞雪	fwxt
废墟	fwxu
服务员	fwyr
非要	fwyc
扉页	fwye
飞扬	fwyh
非议	fwyi
肺炎	fwyj
费用	fwys
飞跃	fwyt
飞鱼	fwyu
费油	fwyz
肥皂	fwzc
肺脏	fwzh
妃子	fwzi
非我族类	fwzl
飞贼	fwzw
飞走	fwzz
非我族类，其心必异	fwzy
风闻奏事	fwzu
芳心暗许	fxax
风向标	fxb_
放心不下	fxbx
发祥地	fxd_
翻箱倒柜	fxdg
繁星点点	fxdd
负心多是读书人	fxdr
拂袖而去	fxeq
复习复习	fxfx
费心费力	fxfl
方向感	fxg_
福星高照	fxgv
风险共担	fxgd
逢凶化吉	fxhj
福兮祸所伏	fxhf
抚恤金	fxj_
法学家	fxjx
风雪交加	fxjj
负薪救火	fxjh
发现了	fxl_
焚香礼拜	fxlb
浮想联翩	fxlp
焚香沐浴	fxmy
繁星满天	fxmt
方向盘	fxp_
赴险如夷	fxry
法西斯	fxs_
繁星似锦	fxsj
风险投资	fxtz
放下屠刀	fxtd
放下屠刀，立地成佛	fxtf
烦心事	fxu_
方兴未艾	fxwa
发现问题	fxwt
方向性	fxx_
风萧萧	fxxn
风萧萧兮易水寒	fxxh
飞行员	fxy_
风行一时	fxyu
抚心自问	fxzw
放一边	fybm
妇幼保健	fybj
风云变幻	fybh_
反应不过来	fybl
分一杯羹	fybg
风雨不透	fybt
浮云蔽日	fybr
反义词	fyc_
发洋财	fycd
发源地	fyd_
浮一大白	fydb
奋勇当先	fydx
蜂拥而至	fyev
蜂拥而入	fyer
蜂拥而来	fyel
蜂拥而上	fyeu
