戔	aaaa · 
𡖐	iidv · 
𢇒	iidv · 
𢇓	iidv · 
𡩮	iidw · 
𧠹	iidw · 
㡮	iidy · 
𭅽	iiea · 
𮙗	iiee · 
垞	iiej · 土宀丿七
𡧪	iiej · 
𡖭	iiek · 
𨑊	iieo · 
迻	iiep · 
𨓁	iiep · 
㙟	iieu · 
𠓇	iieu · 
𪤼	iiew · 
㚊	iiey · 
蠿	iifb · 
𧖀	iifb · 
𡖫	iife · 
圭	iiff · 土土
𡪀	iiff · 
𪠞	iiff · 
𪢴	iiff · 
夤	iifg · 夕宀一八
坓	iifg · 
𡐔	iifg · 
𩠹	iifh · 
𠤉	iifi · 
𢇖	iifj · 
㘾	iifl · 
𡋌	iifl · 
𫷡	iifl · 
䫂	iifm · 
𡒨	iifm · 
𫲵	iifo · 
𡗌	iifp · 
埞	iifs · 
斷	iift · 
㫁	iift · 
𣃔	iift · 
塇	iifu · 
㡭	iifv · 
𥽠	iifv · 
𪤺	iifv · 
𫖰	iify · 
堎	iigb · 土土八夂
𡖠	iigc · 
𨔎	iige · 
𫯖	iige · 
㘫	iigf · 
㐩	iigg · 
𡖝	iigi · 
𪧢	iigi · 
𤼳	iigk · 
𡖔	iigl · 
𡖣	iigl · 
㙆	iigm · 
㷇	iigm · 
㚋	iign · 
宑	iigo · 
𡍰	iihb · 
𣪈	iihb · 
墱	iihe · 
𡪺	iihe · 
翗	iihh · 
𢇅	iihh · 
𦐰	iihh · 
𭑀	iihh · 
𡋔	iihk · 
𭓽	iihm · 
𡊫	iihq · 
𢆻	iihq · 
𫮰	iihu · 
㡬	iihv · 
𡓂	iihw · 
丶	iii · 丶丶丶
𠟋	iiia · 
𫦗	iiia · 
𢿣	iiib · 
𣫁	iiib · 
𧑣	iiib · 
𫾤	iiib · 
㙨	iiid · 
𥋈	iiid · 
遶	iiie · 
𨘫	iiie · 
垚	iiif · 土土土
圡	iiif · 
𡈽	iiif · 
𡋣	iiif · 
𡧩	iiif · 
𡨆	iiif · 
𡋢	iiif · 
丼	iiig · 
𡒕	iiig · 
翹	iiih · 
𡖢	iiih · 
𡮾	iiih · 
㙓	iiii · 
𠁼	iiii · 
𡗉	iiii · 
𬻿	iiii · 
𡎈	iiik · 
𡭄	iiik · 
𠓉	iiil · 
顤	iiim · 
𧹅	iiim · 
𠓘	iiin · 
𡖟	iiin · 
𫤣	iiin · 
埦	iiio · 
𡍡	iiio · 
𣕫	iiio · 
𩀸	iiip · 
垑	iiiq · 
㝖	iiiq · 
𬻮	iiiq · 
䴃	iiir · 
𢿲	iiis · 
𨩓	iiit · 
𠢩	iiiu · 
𡓖	iiiv · 
堯	iiiw · 
墝	iiiw · 
㚁	iiiw · 
𡗊	iiiw · 
𡪩	iiiw · 
𧢬	iiiw · 
𪤿	iiiw · 
𫤦	iiiw · 
𭐆	iiiw · 
𡖨	iiix · 
𤬿	iij · 
𢇍	iijf · 
𫯙	iijg · 
𧣡	iijl · 
𡌮	iijn · 
𣫴	iijn · 
𣂾	iijt · 
𡥝	iijv · 
𥀂	iika · 
𡗁	iikb · 
𡌾	iikc · 
㣋	iike · 
封	iikf · 土土寸
垨	iikf · 
𭎒	iikf · 
𭔯	iikf · 
㨍	iikh · 
𦂌	iikh · 
堼	iiki · 土土寸土
𡖪	iiki · 
𡖱	iikk · 
夡	iikn · 
幇	iikp · 
幫	iikp · 
鞤	iikq · 
犎	iiku · 
㜂	iikx · 
𧛜	iikx · 
㩼	iilb · 
𡌤	iild · 
𢇂	iild · 
𪪋	iile · 
垙	iilf · 土光
𫧠	iilf · 
𡖞	iilh · 
𭀬	iill · 
𡨜	iilo · 
𭓪	iilo · 
㰪	iilq · 
𡖽	iilv · 
𡖧	iima · 
𡨊	iimb · 
𤇵	iimi · 
鼃	iimm · 
䵷	iimm · 
𦥂	iimm · 
𪣯	iimm · 
𡖤	iimn · 
𡖿	iimn · 
𪓤	iimr · 
𡖬	iimt · 
𡖓	iimw · 
𫳈	iimw · 
𫯒	iimx · 
𭃰	iina · 
𭔚	iine · 
𫝢	iinf · 
郌	iink · 
𢆶	iinn · 
坨	iinq · 土宀匕
𭓩	iinq · 
㝨	iinx · 
剜	iioa · 宀夕刂
䗕	iiob · 
𧯳	iioe · 
䵫	iiof · 
𫯐	iiof · 
𭎥	iiof · 
𢮘	iioh · 
𡖑	iioi · 
𡫦	iiok · 
𡖒	iiol · 
𡖜	iiom · 
宛	iion · 宀夕㔾
夠	iion · 
𡌲	iion · 
𭅹	iion · 
鹓	iioo · 
𡏝	iioo · 
𡩣	iioo · 
𩸪	iiop · 
鵷	iior · 
𪂦	iior · 
𭾅	iios · 
惌	iiou · 
𩈱	iiou · 
𪧵	iiox · 
塯	iipc · 
𡨫	iipg · 
𫮁	iipg · 
𠜤	iipi · 
𡒵	iipi · 
㚍	iipm · 
𪣬	iipm · 
𧃪	iipn · 
𣔘	iipo · 
𫯚	iipx · 
墢	iiqb · 
𨗙	iiqe · 
𡖻	iiqf · 
𡒆	iiqg · 
多	iiqq · 夕夕
𡖇	iiqq · 
坾	iir · 
𡐿	iire · 
𫯍	iirf · 
𭓬	iirf · 
𬟲	iirh · 
㝪	iiri · 
𡫓	iiri · 
𫳐	iiri · 
𭎬	iiri · 
郺	iirk · 
𬂋	iirk · 
𣌳	iirm · 
㚌	iiro · 
𡩕	iiro · 
䳏	iirr · 
𪀨	iirr · 
𪀩	iirr · 
盭	iirs · 
𢿐	iirs · 
𮕡	iirs · 
𡫭	iirw · 
𡏉	iirx · 
𡖷	iisb · 
𡖯	iisf · 
𭐹	iisj · 
𢍠	iisl · 
𣘐	iiss · 
𭫝	iiss · 
𡖙	iist · 
𭙌	iisv · 
㪈	iiub · 
坳	iiuc · 土幺力
劸	iiuc · 
𡖎	iiuc · 
𫳀	iiuc · 
𡎝	iiug · 
𭐾	iiuo · 
恚	iiup · 土土心
𢣡	iiup · 
奊	iiv · 
𥒐	iivd · 
𪣉	iivi · 
𫭳	iivk · 
𪃤	iivr · 
𪧕	iivt · 
㘭	iivv · 
𢆸	iivv · 
𡗅	iiwe · 
垸	iiwg · 土宀元
𡫑	iiwi · 
𭎩	iiwi · 
𬩍	iiwo · 
邽	iiwv · 土土阝
𡋓	iiwv · 
𨚢	iiwv · 
𨛅	iiwv · 
𭏆	iiww · 
𨐔	iiwy · 
𩐞	iiwy · 
𠞎	iixa · 
垵	iixc · 土宀女
𡗈	iixc · 
𪧋	iixc · 
𨕧	iixe · 
𮋑	iixh · 
𫮶	iixn · 
𢇁	iixo · 
𤈕	iixo · 
𡗎	iixr · 
𨍃	iixx · 
𫿙	iiys · 
㘩	ija · 
𤬪	ijaf · 
𡧗	ijao · 
𡑌	ijar · 
埩	ijbb · 
𡉏	ijbf · 
𫡉	ijbm · 
𭓙	ijbr · 
实	ijcd · 宀大
𫴘	ijcm · 
坏	ijdf · 土不
𣏄	ijdf · 
堦	ijdr · 
𡋨	ijeh · 
坯	ijff · 土不一一
𡍚	ijff · 
壎	ijfm · 
㝝	ijfo · 
𡧡	ijfo · 
𡓕	ijfu · 
墕	ijfx · 土正一灬
𪤩	ijgb · 
寏	ijgc · 
𡨡	ijgc · 
𪣷	ijgc · 
墒	ijgn · 土冂口
𠔂	ijgw · 
𡧖	ijgw · 
墑	ijgx · 
𠒿	ijgx · 
𡊑	ijhk · 
㙄	iji · 
𭎠	ijif · 
㝌	ijii · 
𡉌	ijii · 
𡦂	ijij · 
𪧚	ijik · 
𡪎	ijiq · 
𫳘	ijir · 
𪞀	ijjj · 
𢆯	ijjn · 
堉	ijkm · 土
𦫔	ijkv · 
斘	ijlf · 
㘰	ijlf · 
𬻢	ijlf · 
𡐗	ijll · 
埆	ijlq · 土用
𭓲	ijlq · 
𡐁	ijmm · 
𤑖	ijmm · 
𬹟	ijmm · 
𭏅	ijmp · 
𭓖	ijmu · 
塝	ijmv · 土冖方
𠝒	ijna · 
坶	ijnf · 土母
㕻	ijnm · 
𭎟	ijnm · 
𡍢	ijo · 
𡍕	ijof · 
𭎄	ijpc · 
𡑲	ijpg · 
𫮧	ijr · 
𪢼	ijrf · 
𭓿	ijrg · 
𢇋	ijrv · 
𫝰	ijrv · 
𪾎	ijs · 
𪣴	ijst · 
𢆽	ijt · 
𫿰	ijuy · 
𧒟	ijvb · 
垇	ijvf · 
宐	ijvf · 
𡉗	ijvf · 
𠂂	ijvf · 
字	ijvo · 宀子
𡊐	ijvv · 
𡖄	ijvv · 
𪣂	ijvv · 
𪥟	ijw · 
𫭢	ijwf · 土仑
堹	ijwm · 
𤏍	ijwm · 
𡊿	ijwq · 
𡎇	ijxb · 
𪧲	ijxb · 
㙴	ijxc · 
𡫐	ijxg · 
𡎑	ijxk · 
𭔂	ijxk · 
𪤕	ijxl · 
垝	ijxo · 
𡧭	ijxo · 
𭓆	ijxp · 
埳	ijy · 
𦥿	ijyr · 
㘺	ika · 
𡑿	ikag · 
𡨌	ikb · 
𪧒	ikbn · 
𡒭	ikch · 
𡏧	ikdn · 
𪧐	ikdr · 
𢒈	ikeg · 
𡧜	ikej · 
䢘	ikep · 
𡪴	ikfb · 
寺	ikff · 土寸
𢳔	ikfh · 
守	ikfo · 宀寸
𪧷	ikfq · 
宿	ikfr · 宀亻丆日
𤛝	ikfu · 
𨟨	ikfw · 
𫳌	ikgn · 
埧	ikgw · 
𫭥	ikgw · 
𡐟	ikhs · 
𡨔	ikhw · 
㝛	ikhy · 
𡌒	ikif · 
𡨱	ikii · 
𫝣	ikii · 
𫴊	ikim · 
𭪖	ikio · 
𡨹	ikir · 
𪣋	ikj · 
𭓹	ikke · 
坿	ikkf · 
𡧛	ikkf · 
㙸	ikki · 
𪧸	ikkk · 
垘	ikl · 
𡐉	ikmb · 
𡐬	ikmb · 
𡓙	ikmb · 
埙	ikmf · 土员
𡋼	ikmh · 
𧵿	ikmm · 
𡧓	ikmo · 
𡑗	ikmp · 
墣	ikni · 土业
𡋥	iknm · 
堢	ikno · 
寑	ikob · 
𡪢	ikob · 
𭓭	ikof · 
𡪡	ikpl · 
宱	ikqt · 
𭔁	ikrc · 
𪰛	ikrm · 
堠	ikub · 土亻ユ矢
𫭰	ikup · 
𫮙	ikuu · 
𪣀	ikvf · 
𡌠	ikvi · 
壔	ikvk · 
𭓡	ikvo · 
𦙌	ikvv · 
邿	ikwv · 土寸阝
𡩤	ikxr · 
𭎶	ila · 
𭍾	ilbx · 
㘻	ilcd · 
埪	ilcf · 土穴工
䆪	ilcf · 
𭏉	ilcm · 
宊	ild · 
𡉩	ildf · 
𡑣	ildl · 
𡩒	ildm · 
𡧅	ildo · 
𡩼	ildo · 
𢍒	ildr · 
𪺽	ilds · 
𡊇	ildv · 
𡩖	ildw · 
𡪍	ildx · 
𪧮	ilea · 
𡓀	ileo · 
𭏋	ileo · 
𡈿	ilff · 
𠦈	ilfg · 
𪤧	ilfg · 
𩓊	ilfm · 
㚈	ilfq · 
𪤾	ilfu · 
墘	ilfv · 土十早乙
壊	ilfx · 
𡎜	ilgr · 
𠔧	ilgw · 
坫	ilhf · 土占
𡌖	ilhk · 
𭓥	ilho · 
𡒽	ilii · 
𪣏	ilij · 
𠚛	ilil · 
𤐈	ilim · 
㼭	ilj · 
𪣞	ilja · 
㙁	iljn · 
𪤓	iljs · 
𭔍	iljs · 
𡔍	ilkm · 
堗	illd · 
𡉜	illf · 
𡉦	illf · 
𭓠	illf · 
𡪱	illl · 
汬	ilm · 
𡉺	ilmf · 
𪢿	ilmf · 
𣲜	ilmg · 
氷	ilmi · 
㲾	ilmo · 
𡩝	ilmo · 
塩	iln · 
𡌢	ilnm · 
𡑛	ilnn · 
𥂁	ilns · 
𡐈	ilnx · 
𫮪	ilny · 
𡓻	ilob · 
𡑽	iloc · 
𥆳	ilod · 
坹	ilof · 
㙾	iloj · 
𠦑	iloo · 
𧚛	ilox · 
墳	ilp · 
坎	ilqf · 土欠
𡊤	ilqf · 
𣢄	ilqn · 
㙏	ilrb · 
𡋂	ilrf · 
𡌩	ilrm · 
㙀	ils · 
𬩏	ilse · 
𡍹	ilsg · 
夝	ilt · 
𡊳	iltf · 
䤰	iltw · 
㘯	iluc · 
𭎤	ilum · 
埝	ilup · 土今心
慭	ilup · 来犬心
塲	ilur · 
䀋	ilus · 
𪉹	ilus · 
光	ilv · 光乛
凷	ilvf · 
𡉆	ilvf · 
𫭞	ilvi · 
圪	ilvv · 土乙乛
𡋉	ilvv · 
𡧈	ilvv · 
墲	ilvx · 
坅	ilw · 
発	ilwq · 
堌	ilxf · 土囗古
㘧	ilxf · 
𭏹	ilxi · 
𭾌	ilxs · 
塎	ilyn · 
垤	imaf · 土至
𡒬	imaf · 
𡍫	imaj · 
𫦄	imaj · 
𭃸	imaj · 
𭓴	imaj · 
𦥉	iman · 
室	imao · 宀至
𠝬	imba · 
𢾐	imbb · 
𫭨	imbi · 
𪹀	imbk · 
𡌜	imbl · 
𡌺	imbm · 
𡒩	imbo · 
𣘂	imbo · 
𣮸	imbo · 
𫯌	imbq · 
埃	imbt · 土厶矢
叜	imbx · 
𬋘	imc · 
𫮅	imck · 
𪤠	imcm · 
𫴤	imco · 
𡒞	imcw · 
𭏾	imd · 
𪧯	imdl · 
𭔇	imdn · 
𧡂	imdw · 
𮗗	imdw · 
墵	ime · 
𫭲	imee · 
垭	imff · 土亚
𡓞	imff · 
塜	imfg · 
𠒽	imfh · 
𠓖	imfh · 
壖	imfk · 
𩓧	imfm · 
𫳃	imfo · 
𩁼	imfq · 
𡔄	imfr · 
埈	img · 
𫴢	imgb · 
𡩶	imgc · 
塚	imgi · 
𡨋	imgw · 
坈	imh · 
𤼺	imhb · 
𭏨	imhc · 
𡊬	imhf · 
𫴍	imhi · 
灻	imif · 
𫳲	imih · 
𫮨	imik · 
𡬐	imim · 
灾	imio · 宀火
𡨝	imiq · 
𬉹	imiq · 
𡌝	imiu · 
𡫬	imiy · 
壛	imj · 
𣦍	imjf · 
𪤰	imjf · 
𫮚	imjf · 
𡨎	imk · 
𪣾	imkn · 
𡊯	imld · 
𤼪	imld · 
𭏕	imlh · 
𡐃	imlv · 
𪧧	imma · 
𢻟	immb · 
𪒸	immb · 
坥	immf · 土且
垻	immf · 
𡍜	immf · 
𮤇	immf · 
𤓅	immh · 
埮	immi · 
𡨼	immi · 
𪐗	immi · 
𪤙	immi · 
墋	immk · 
𡑐	imml · 
𨾄	imml · 
𡎖	immm · 
𡬃	immm · 
𧹍	immm · 
𠹫	immn · 
宜	immo · 宀且
𠓐	immo · 
𫮴	immo · 
𮚅	imms · 
𡬔	immt · 
𡑍	immu · 
𡓫	immx · 
𭒲	immx · 
𡑟	imne · 
坮	imnm · 
堝	imnm · 
𡨐	imnm · 
𫞱	imns · 
𭏛	imns · 
𡐅	imob · 
𡋠	imof · 
𪧌	imof · 
𡓘	impr · 
㙮	impw · 
壩	imqu · 
辉	imra · 光冖车
𪣒	imra · 
塓	imrb · 
𡓲	imrh · 
墹	imrm · 
𬷛	imrr · 
𭵫	ims · 
𡏯	imst · 
𤼹	imst · 
宪	imto · 宀先
𧔂	imu · 
𡧷	imut · 
𭔈	imv · 
圦	imw · 
𪣁	imwq · 
𭎃	imwq · 
𭔒	imwt · 
𨛯	imwv · 
𮠉	imwv · 
塿	imx · 
寠	imxc · 
𡫤	imxc · 
堚	imxf · 
輝	imxf · 
𡍦	imxf · 
𪣑	imxq · 
𫐂	imxx · 
𡒺	imy · 
𡨷	imyw · 
𭃞	inaj · 
寲	inb · 
𪤇	inbn · 
飧	incb · 夕勞艮
𩚏	incb · 
𭎼	incb · 
𠂫	incc · 
𡧠	incd · 
𡏦	incf · 
塡	ind · 
𡎎	indf · 
𬼨	indv · 
宮	ine · 
𢾮	ineb · 
𣪯	ineb · 
𠒦	inen · 
𡋿	inen · 
迱	inep · 
𨜳	inew · 
圷	inff · 
卞	infi · 丶下丶
𡖺	infi · 
𩒂	infm · 
𬱃	infm · 
宺	infp · 
𣑎	infs · 
𭜶	infu · 
埚	ingy · 土口冂人
幺	ini · 幺丶
𡒒	inib · 
𡒶	inic · 
𡏆	inid · 
𡖚	inig · 
𦂞	inih · 
埍	ink · 
𫳦	inkw · 
𢻇	inlb · 
𭭊	inlq · 
𠮷	inmf · 
𫭙	inmf · 
塤	inmm · 
㙢	inmm · 
𫳧	inmm · 
名	inmq · 夕口
𠸛	inmt · 
𫳓	innb · 
𡅖	innc · 
𨖄	inne · 
𭏤	inne · 
𡒣	inni · 
𡫂	innk · 
宫	innm · 宀口口
𡨟	innm · 
𬽅	innm · 
墐	inno · 土廿口龶
𫳱	inno · 
𡔃	innp · 
𡧏	innq · 
宲	ino · 
㙅	inof · 
𭓵	inof · 
𡓡	inom · 
𡪭	inox · 
𨿅	inpr · 
它	inqo · 宀匕
𡖅	inqq · 
坽	inqx · 土勞龴
𫤚	inqx · 
𫠔	inrr · 
𮬲	inrr · 
𮬶	inrr · 
埕	insg · 土口王
𤼯	insh · 
𪧎	insh · 
𭎣	insh · 
𡎛	insm · 
𥁗	insm · 
𢼊	inst · 
㗮	int · 
𪟚	inu · 
𪣘	inug · 
𢘯	inup · 
𭜥	inup · 
𩔄	invm · 
堞	invo · 土廿乛木
𪃇	invr · 
𡬎	invv · 
𪣅	invv · 
坋	inwf · 土分
𡧋	inwo · 
𨚷	inwv · 
遠	inxe · 
𮟧	inxe · 
𩔭	inxm · 
𪤢	inxo · 
袁	inxq · 土口𧘇
𡪑	inxs · 
𭈬	iny · 
𠛠	ioaj · 
舛	ioaq · 夕㐄
𡊧	ioav · 
𡧙	ioav · 
䖤	iob · 
𡉳	iobx · 
㽜	ioc · 
𡑎	iock · 
𡏷	iock · 
𡩐	iocm · 
𭎧	iocm · 
𡫝	iocu · 
𧧁	iocy · 
𭔙	iocy · 
垉	iodb · 
𦕕	iodf · 
眢	iodm · 夕㔾目
𡉍	ioee · 
坬	ioef · 土瓜
𨒳	ioep · 
駌	ioff · 
𡉿	ioff · 
𡊖	ioff · 
𣏅	ioff · 
𩣏	ioff · 
𪱶	iofg · 
𬟰	iofh · 
𡖏	iofl · 
䫅	iofm · 
𡩜	iofm · 
𩑐	iofm · 
𮨥	iofm · 
宋	iofo · 宀木
𣐦	iofq · 
𤼨	iofx · 
𭏗	iofx · 
㙵	iogi · 
𡓣	iogl · 
𡨭	iogm · 
塙	iogn · 
𧯡	iohe · 
𬱺	ioho · 
𠙀	iohq · 
𢪸	ioht · 
𢫰	ioht · 
𦣓	iohu · 
塐	ioi · 
㘶	ioif · 
圴	ioii · 
𡊍	ioii · 
𡋝	ioii · 
𪪊	ioii · 
𡎓	ioio · 
㼝	ioja · 
𡑓	iojf · 
墩	iojs · 土子攵
埻	iojv · 
墎	iojw · 
𤏂	iojx · 
埥	iok · 
𫭯	iokf · 
寈	iokm · 
𦙵	iokm · 
堫	iol · 
𡎧	iolj · 
埐	iomb · 
𡎹	iomb · 
壕	iomg · 土冖豕
𫮌	iomh · 
𭀴	iomh · 
𧵍	iomm · 
𡐒	iomo · 
埽	iomp · 土彐冖巾
𡨦	iomp · 
𪣹	iomr · 
𨞆	iomw · 
㘬	iomx · 
坸	ion · 
𩚴	ionc · 
㙪	ione · 
𡊦	ionm · 
𫩨	ionm · 
𫲾	ionm · 
𡦻	iono · 
夗	ionq · 
𭎀	ionq · 
𠒟	ionw · 
𤼥	ionx · 
𡫩	iooc · 
𭎳	iooc · 
寙	iooe · 
桀	ioof · 夕㐄木
𣒐	ioof · 
𫳍	ioof · 
𡖘	iooi · 
𡪣	iooo · 
𪤛	iooo · 
鸳	iooq · 夕㔾鸟
𪉋	iooq · 
𡪋	ioox · 
察	iopg · 宀示
𭏥	iopg · 
㠾	iopm · 
𭔢	iopw · 
𩖿	ioqq · 
圽	ior · 
𡗃	iorf · 
𡋕	iorm · 
𣆌	iorm · 
𡓑	iorq · 
鴛	iorr · 
𪀈	iorr · 
𪀾	iorr · 
𬫔	iort · 
𭴝	iorx · 
𠞚	iosa · 
𣪰	iosb · 
坪	iosf · 土平
盌	iosm · 
㘪	iotf · 
宒	ioto · 
鋆	iott · 土勹冫金
均	ioty · 土勹冫
𭙋	ioty · 
怨	ioup · 夕㔾心
𢚠	ioup · 
𡎾	iouu · 
𫭸	iouv · 
宀	iov · 宀乛
坞	iovf · 土勹一
𫲻	iovf · 
𩧶	iovn · 
𡍒	iovt · 
义	iowi · 丶㐅丶
𡌈	iowv · 
妴	iox · 
𡒫	ioxi · 
𤇘	ioxo · 
𡨲	ioxq · 
𭎫	ioxq · 
𡖗	ioy · 
𭟷	ipa · 
𡌀	ipaj · 
𫮘	ipaj · 
𢇐	ipaq · 
𡊁	ipav · 
𡓄	ipb · 
𪧣	ipbl · 
𭐵	ipbq · 
𡍨	ipbx · 
𥀓	ipca · 
𭄁	ipca · 
𧔳	ipcb · 
㝦	ipcc · 
遛	ipce · 幺刀田辶
𢀟	ipcf · 
𪧪	ipcf · 
𫮹	ipch · 
𭏫	ipcl · 
留	ipcm · 刀田
墖	ipcm · 
𩔲	ipcm · 
𪓸	ipcm · 
𪣲	ipcm · 
𫳝	ipcm · 
𫴒	ipcm · 
㓜	ipcn · 
鹠	ipco · 刀田鸟
鶹	ipcr · 
𢞭	ipcu · 
𭻷	ipcy · 
垅	ipdf · 土龙
寬	ipdi · 
𡪨	ipdm · 
宠	ipdo · 宀龙
𡓋	ipdo · 
𭐌	ipds · 
𭔗	ipdu · 
寛	ipdw · 
逭	ipep · 宀㠯辶
𨖫	ipep · 
𫐱	ipep · 
壒	ipf · 
𡊶	ipfa · 
𡒹	ipfb · 
㙹	ipfi · 
𫮽	ipfn · 
斵	ipft · 
𧢗	ipfw · 
𡎘	ipgc · 
𡊆	ipgf · 
墷	ipgg · 
㒯	ipgg · 
𡪤	ipgg · 
𭔣	ipgn · 
宗	ipgo · 宀示
刱	ipgo · 
宽	ipgw · 宀艹冂
𥙊	ipgx · 
𡍝	ipgy · 
崈	iph · 
𫾌	iphe · 
𠝈	iphk · 
𡍙	iphl · 
𡎫	iphl · 
㙡	iphs · 
𭐈	iphs · 
𣃃	ipht · 
𨞌	iphw · 
𥿚	ipi · 
𠛝	ipii · 
𡏗	ipii · 
𫲶	ipii · 
𧹆	ipim · 
𠓅	ipio · 
𣑧	ipio · 
𬫎	ipit · 
埖	ipj · 
𡓽	ipjf · 
𡓦	ipji · 
𫴕	ipjl · 
𡐽	ipjo · 
𡫠	ipjs · 
寯	ipjv · 
𫲣	ipjv · 
𡬮	ipk · 
𡐣	iplb · 
𡑉	iplb · 
𠦼	iplf · 
壝	ipme · 
𡊊	ipmf · 
𫭦	ipmf · 
𠓚	ipmh · 
𡔔	ipmh · 
墤	ipmm · 
貿	ipmm · 
賨	ipmm · 
𡪲	ipmm · 
官	ipmo · 宀㠯
𢁟	ipmq · 
𪤷	ipmq · 
鄮	ipmw · 
𡊱	ipn · 
𡒝	ipnn · 
𫳩	ipnn · 
𡑢	ipno · 
𨄟	ipns · 
𡍆	ipnw · 
𡩰	ipoa · 
㙫	ipof · 
𣙇	ipof · 
𡐺	ipov · 
㘷	ipow · 
𡪒	ippc · 
𡒌	ippe · 
𭏖	ippm · 
𫮾	ippr · 
塔	ippw · 土艹合
𡐚	ipq · 
𡑵	ipqq · 
𨗣	ipre · 
堆	iprf · 土隹
𫭡	iprf · 
𬯬	iprl · 
𠓑	iprm · 
𡓇	iprm · 
𫮮	iprn · 
𫴆	iprn · 
寉	ipro · 
鶎	iprr · 
𪅧	iprr · 
𬷡	iprr · 
𡑪	iprv · 
垳	ipsg · 
𥁚	ipsm · 
𪤒	ipsm · 
劉	ipta · 
圲	iptf · 土千
𩙔	iptq · 
𪆱	iptr · 
𢤐	iptu · 
𫮝	ipuf · 
𡐙	ipuk · 
悹	ipup · 
𢘰	ipup · 
𭝛	ipup · 
𫮥	ipuq · 
墸	ipv · 
𡓎	ipvs · 
𡓅	ipwe · 
垥	ipwf · 
堍	ipwi · 土丶
寃	ipwi · 
㝓	ipwo · 
𡨚	ipwq · 
𡩄	ipwu · 
𨛱	ipwv · 
𨜌	ipwv · 
𨐝	ipwy · 
𮝉	ipxf · 
墌	ipxo · 
𤍫	ipxo · 
𭔓	ipxo · 
塃	ipxp · 
壦	ipxp · 
㚂	ipxx · 
𭏸	ipye · 
贸	ipym · 刀贝
𡍪	ipyr · 
𡑷	ipys · 
𬪍	ipyw · 
𡫜	ipyy · 
宆	iqb · 
𡉖	iqbf · 
𤼵	iqbt · 
増	iqc · 
𡑏	iqcn · 
𡑹	iqcx · 
坲	iqd · 
埴	iqff · 土直
㙣	iqff · 
𡉶	iqff · 
𡏶	iqfm · 
𤼫	iqfw · 
𡩙	iqgd · 
𡑞	iqge · 
𡬅	iqgm · 
埫	iqgn · 土⺌冂口
𮟏	iqgo · 
𡫻	iqgp · 
填	iqgw · 土直八
寘	iqgw · 
癷	iqgx · 
發	iqh · 
㔇	iqha · 
𨙀	iqhe · 
𪤐	iqhp · 
夕	iqi · 夕丶
赱	iqii · 
𭅳	iqii · 
增	iqir · 土丷日
𡪠	iqir · 
𡎭	iqjw · 
坢	iqkg · 
宵	iqkm · 宀⺌
𡌔	iqkm · 
𫮢	iqle · 
𭀶	iqle · 
埇	iqlm · 土龴
𭽅	iqmb · 
𭓨	iqmg · 
𧶢	iqmm · 
宖	iqmx · 
㙂	iqn · 
𫮬	iqnb · 
垱	iqob · 土⺌彐
堸	iqq · 
𫳆	iqqb · 
𡌡	iqqr · 
𫮃	iqrl · 土丷日十
𤼰	iqrm · 
𤼲	iqs · 
𭎌	iqtf · 
𣃋	iqtt · 
𠒀	iqw · 
垪	iqx · 
為	iqxo · 
𤈔	iqxo · 
墫	iqy · 
𭔕	iqyc · 
報	irab · 
𤿹	irac · 
𢵨	irah · 
㝠	irb · 
𡧲	irbm · 
𡩢	irbo · 
𥂎	irbs · 
𮎙	irc · 
𪣍	ircc · 
𡩳	irci · 
𫳗	ircm · 
𪧨	irdb · 
𡐕	irdl · 
堖	ire · 
𪣙	irei · 
逹	irep · 
𡎗	irfa · 
墁	irfb · 土日罒又
圢	irff · 土丁
𭙊	irfn · 
宁	irfo · 宀丁
𡑦	irfv · 
𡑩	irfx · 
𡔒	irfx · 
𫑈	irge · 
𡋃	irgf · 
𡓍	irgf · 
寓	irgn · 宀日冂
堣	irgn · 
𡍗	irgo · 
䴁	irgr · 
𡪾	irgu · 
𡒏	irgv · 
𮠈	irgw · 
塌	irhh · 土日习习
𠙜	irhi · 
𡌕	irhm · 
𫮖	irhm · 
𭐐	irhm · 
𣊮	irhr · 
𫮕	irhv · 
𡡘	irhx · 
𡐹	irhy · 
乑	iri · 
幸	irif · 土
㘿	irif · 
𡑮	irif · 
𡨸	irij · 
塒	irik · 
𡨺	irik · 
𠒼	iril · 
𩘠	iriq · 
𥃁	iris · 
𢆪	iriw · 
㙷	irix · 
𡩷	irix · 
𪤃	irix · 
堒	irja · 
尡	irja · 
㼬	irja · 
审	irjj · 宀日丨丨
坤	irjj · 土日丨丨
𠒗	irjj · 
𡥜	irjv · 
𪹩	irjx · 
埘	irkf · 土日寸
𭎯	irkm · 
𢻏	irlb · 
𠦧	irlf · 
𪪉	irls · 
𪞃	irlt · 
壜	irme · 
𡉭	irmf · 
𭣆	irmh · 
𡨶	irmi · 
𭴠	irmi · 
𣆤	irml · 
𣆥	irml · 
𧵒	irmm · 
𭥴	irmm · 
𡐫	irmn · 
𢅲	irmp · 
𫦵	irmu · 
𭷤	irmu · 
𭓱	irnh · 
坷	irnm · 土丁口
𡧮	irnq · 
瓡	iroe · 
堁	irof · 
𠒪	irof · 
𡏭	irof · 
𢱬	iroh · 
𫛢	iroq · 
埸	iror · 土日勹
𢆧	iros · 
𡒧	irot · 
堨	irov · 土日勹乛
